Unnamed: 0,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1258,0,29.0,1,1,10.0,1,1,3,4.0,0,5.0,1,2.0,0,4,0,0.0,1,17109.0
566,1,47.0,0,3,33.0,2,1,3,1.0,1,3.0,3,5.0,1,4,1,2.0,2,21397.0
3864,0,42.0,1,1,7.0,2,2,4,4.0,0,3.0,1,5.0,0,1,0,1.0,1,21460.0
3731,0,43.0,1,1,20.0,3,2,4,2.0,1,5.0,1,7.0,0,4,1,1.0,2,24216.0
3718,0,32.0,1,3,36.0,3,1,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0
3574,0,36.0,1,1,35.0,2,2,3,2.0,1,3.0,1,3.0,0,5,1,1.0,2,22085.0
475,0,26.0,1,3,34.0,3,2,3,3.0,1,4.0,0,2.0,0,3,1,0.0,2,21272.0
4591,0,50.0,1,1,15.0,2,1,3,4.0,3,4.0,1,6.0,0,4,0,2.0,3,26081.0
3823,1,28.0,0,2,29.0,2,1,3,5.0,0,4.0,1,3.0,0,1,1,1.0,1,21541.0
3130,0,42.0,1,1,13.0,3,2,3,4.0,0,5.0,3,4.0,1,4,1,1.0,1,23399.0
1892,1,19.0,1,2,8.0,1,2,2,4.0,0,3.0,2,2.0,0,3,0,0.0,1,17564.0
4363,0,40.0,0,1,15.0,2,1,3,4.0,0,3.0,1,3.0,0,1,1,2.0,1,22433.0
1294,0,41.0,1,1,11.0,2,2,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0
3985,0,30.0,1,1,9.0,2,2,4,4.0,0,4.0,1,2.0,0,4,1,1.0,1,21381.0
4884,1,28.0,0,1,31.0,2,2,4,5.0,0,3.0,2,3.0,1,3,1,2.0,1,21212.0
833,0,27.0,1,1,12.0,2,2,2,4.0,0,3.0,0,2.0,0,2,1,1.0,1,17539.0
2308,1,42.0,0,3,18.0,2,2,2,3.0,4,5.0,2,1.0,1,5,1,1.0,0,28758.0
2192,0,38.0,0,1,16.0,3,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17684.0
4610,0,46.0,0,1,11.0,2,2,3,4.0,1,4.0,1,3.0,0,4,1,1.0,2,23125.0
2451,0,31.0,1,1,31.0,2,2,4,4.0,0,3.0,1,3.0,0,2,0,2.0,1,21371.0
4446,0,48.0,1,3,21.0,3,2,3,4.0,1,5.0,3,4.0,0,1,1,2.0,2,23638.0
4353,1,32.0,0,1,27.0,2,2,4,4.0,3,3.0,1,5.0,0,3,1,1.0,3,28502.0
4134,0,37.0,1,1,12.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,2.0,2,24592.0
2865,1,30.0,1,1,32.0,1,1,4,5.0,0,4.0,0,7.0,0,3,0,3.0,1,21224.0
3263,0,29.0,1,1,9.0,2,2,4,5.0,0,4.0,0,2.0,0,2,0,3.0,1,21879.0
1081,0,35.0,1,1,22.0,2,0,3,4.0,3,4.0,3,2.0,0,1,1,2.0,3,23606.0
677,0,49.0,1,1,14.0,2,1,2,3.0,3,4.0,0,5.0,0,4,0,0.0,3,22403.0
113,0,24.0,1,1,24.0,2,2,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17774.0
3248,0,49.0,0,1,7.0,3,2,3,2.0,4,3.0,2,4.0,0,2,0,1.0,0,35563.0
3227,0,42.0,1,1,14.0,1,1,3,2.0,0,3.0,0,3.0,0,3,1,2.0,1,22054.0
1528,0,31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,0,1.0,2,20915.0
1410,0,40.0,1,3,8.0,3,1,3,3.0,1,4.0,1,4.0,0,3,1,1.0,2,20677.0
3402,0,35.0,1,1,16.0,2,2,3,4.0,3,3.0,1,2.0,0,5,1,2.0,3,27178.0
3255,0,39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,1.0,3,26029.0
2914,0,25.0,0,3,31.0,3,2,3,4.0,0,3.0,0,2.0,0,4,0,2.0,1,21078.0
2493,0,36.0,1,1,15.0,2,2,3,3.0,0,3.0,0,3.0,0,5,1,2.0,1,20947.0
2799,0,27.0,1,3,7.0,2,2,3,4.0,1,3.0,0,3.0,0,5,1,1.0,2,23974.0
3177,0,27.0,1,1,9.0,3,2,3,2.0,1,3.0,0,3.0,0,3,1,2.0,2,24150.0
2433,1,38.0,0,1,15.0,2,2,3,3.0,1,5.0,1,5.0,0,3,0,2.0,2,21893.0
1343,0,29.0,1,1,13.0,2,2,2,3.0,0,5.0,2,4.0,0,4,0,0.0,1,17062.0
4696,0,31.0,1,1,27.0,2,2,3,4.0,1,5.0,1,2.0,0,4,0,2.0,2,28635.0
2645,0,50.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,2,0,2.0,2,25482.0
1150,0,35.0,1,1,24.0,2,2,2,1.0,1,5.0,1,2.0,0,3,0,1.0,2,20208.0
1849,0,55.0,1,1,8.0,2,1,3,3.0,4,3.0,2,3.0,1,5,0,0.0,0,31659.0
2199,0,35.0,1,1,31.0,3,1,2,3.0,3,3.0,1,2.0,1,3,0,1.0,3,25388.0
292,0,31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,1.0,1,17789.0
2050,0,35.0,1,3,14.0,2,1,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17572.0
2436,1,58.0,1,1,27.0,3,1,3,3.0,1,4.0,1,5.0,0,3,1,1.0,2,25008.0
1449,0,32.0,1,1,8.0,1,2,3,3.0,0,5.0,2,2.0,0,1,1,1.0,1,17439.0
3306,0,45.0,0,1,24.0,2,2,4,6.0,0,3.0,2,4.0,0,4,1,1.0,1,20968.0
3457,0,31.0,1,3,14.0,3,1,4,4.0,1,5.0,1,2.0,0,3,1,1.0,2,23457.0
205,1,29.0,1,3,33.0,3,1,2,3.0,3,3.0,0,2.0,0,3,1,1.0,3,22639.0
2958,1,34.0,0,1,10.0,2,2,4,4.0,0,5.0,3,3.0,1,5,1,3.0,1,22026.0
4142,0,36.0,0,3,7.0,3,0,4,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27467.0
308,0,58.0,0,1,6.0,2,2,2,5.0,1,3.0,1,3.0,1,2,1,1.0,2,20660.0
2425,1,55.0,1,3,15.0,3,1,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,34187.0
2733,0,29.0,1,1,15.0,2,1,4,4.0,0,3.0,3,3.0,0,4,0,2.0,1,21988.0
3430,0,40.0,1,3,28.0,2,2,3,5.0,1,3.0,0,5.0,1,1,0,2.0,2,24798.0
3824,0,36.0,1,3,25.0,3,2,4,4.0,1,5.0,1,2.0,0,3,0,1.0,2,20822.0
2101,0,44.0,1,1,14.0,2,2,3,1.0,0,3.0,1,3.0,1,3,1,0.0,1,17818.0
1192,0,49.0,1,1,22.0,3,1,3,3.0,0,5.0,1,5.0,1,1,1,1.0,1,17587.0
2660,1,31.0,0,3,33.0,3,0,3,5.0,1,5.0,3,7.0,0,2,0,2.0,2,25374.0
4106,1,36.0,1,1,30.0,2,2,3,5.0,1,3.0,1,5.0,1,4,1,1.0,2,24594.0
3819,1,33.0,0,1,12.0,2,1,3,2.0,0,3.0,2,5.0,1,1,0,2.0,1,21110.0
3748,0,41.0,1,1,19.0,2,1,3,4.0,1,5.0,1,4.0,0,1,1,2.0,2,23126.0
4099,0,34.0,1,1,21.0,3,1,4,4.0,0,4.0,1,3.0,0,5,1,2.0,1,21434.0
4726,0,44.0,0,1,34.0,2,1,3,4.0,3,5.0,1,2.0,0,4,1,1.0,3,29498.0
3955,0,28.0,1,1,9.0,2,1,3,4.0,0,5.0,1,3.0,0,3,1,2.0,1,21019.0
2886,0,37.0,0,3,17.0,3,2,3,4.0,3,3.0,2,3.0,0,2,1,2.0,3,28658.0
3216,0,57.0,0,1,16.0,3,1,4,4.0,0,3.0,0,4.0,0,2,0,1.0,1,21620.0
1394,0,32.0,1,1,11.0,2,2,2,4.0,1,3.0,3,1.0,0,1,0,1.0,2,24679.0
3975,0,39.0,0,1,36.0,2,1,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0
4714,1,29.0,0,1,7.0,3,2,3,5.0,0,4.0,1,3.0,0,4,1,1.0,1,21274.0
2606,0,29.0,1,1,28.0,3,2,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,21391.0
1507,0,35.0,1,3,8.0,3,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0
1840,1,21.0,1,3,18.0,2,1,2,1.0,0,4.0,2,2.0,0,5,0,1.0,1,17716.0
745,0,55.0,0,1,24.0,3,2,3,3.0,1,4.0,0,4.0,1,5,1,2.0,2,21385.0
853,0,19.0,1,1,15.0,2,2,2,3.0,0,5.0,2,2.0,0,3,0,0.0,1,17552.0
50,1,48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,2.0,3,20381.0
2221,0,50.0,0,3,6.0,2,1,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0
3073,0,29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,2,0,2.0,1,23614.0
2459,0,30.0,1,1,28.0,2,1,3,3.0,3,5.0,1,3.0,0,5,1,2.0,3,28658.0
2678,1,34.0,1,1,21.0,3,2,3,4.0,0,3.0,0,7.0,1,2,0,2.0,1,21114.0
299,0,51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,2,0,0.0,2,20482.0
1439,0,36.0,1,3,9.0,3,1,3,4.0,3,3.0,1,1.0,0,3,1,0.0,3,22644.0
1704,1,33.0,1,1,20.0,3,2,2,3.0,0,3.0,1,6.0,1,1,1,1.0,1,17436.0
2193,0,46.0,1,1,13.0,3,2,3,3.0,3,3.0,1,7.0,0,1,1,1.0,3,25845.0
2494,1,49.0,1,1,7.0,2,2,4,5.0,3,3.0,3,2.0,1,5,0,3.0,3,24059.0
4861,1,53.0,0,3,14.0,3,1,4,4.0,0,3.0,1,4.0,1,4,1,3.0,1,27124.0
1829,0,36.0,0,3,9.0,3,2,2,4.0,3,3.0,1,5.0,0,1,0,0.0,3,24699.0
319,0,32.0,1,3,14.0,1,1,3,4.0,1,4.0,0,2.0,1,2,1,0.0,2,20228.0
2357,0,42.0,0,1,32.0,3,1,2,3.0,3,5.0,1,4.0,1,3,0,0.0,3,28191.0
4737,0,30.0,0,1,17.0,2,1,4,4.0,0,4.0,1,2.0,0,5,0,1.0,1,21969.0
2906,0,35.0,1,3,28.0,2,2,4,3.0,1,3.0,3,3.0,0,3,1,1.0,2,24015.0
3421,0,35.0,0,1,33.0,1,1,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,20707.0
3379,0,33.0,1,3,15.0,3,2,3,2.0,1,3.0,0,3.0,0,5,0,1.0,2,24887.0
1068,1,28.0,0,1,8.0,3,2,2,4.0,0,5.0,2,1.0,0,4,0,0.0,1,17561.0
3850,0,55.0,1,1,17.0,3,1,4,4.0,1,5.0,3,8.0,1,1,0,1.0,2,23118.0
3182,0,40.0,1,1,7.0,2,1,4,5.0,4,3.0,0,3.0,0,3,0,2.0,0,31420.0
3770,1,33.0,1,3,9.0,3,2,3,5.0,1,4.0,2,2.0,1,1,1,1.0,2,28585.0
2187,0,27.0,1,1,22.0,1,1,2,3.0,0,4.0,1,1.0,0,1,1,0.0,1,17811.0
422,1,19.0,1,2,8.0,1,2,2,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17564.0
2543,0,45.0,0,1,30.0,3,2,4,4.0,1,4.0,0,6.0,0,3,1,1.0,2,20720.0
2031,0,52.0,1,3,9.0,3,2,2,4.0,4,5.0,1,2.0,0,5,1,0.0,0,31856.0
948,0,30.0,1,1,23.0,3,1,3,3.0,3,5.0,0,2.0,1,4,0,2.0,3,26916.0
4009,0,55.0,1,1,9.0,1,1,3,4.0,3,3.0,1,2.0,0,4,0,1.0,3,32227.0
599,0,36.0,1,2,19.0,2,2,2,3.0,0,4.0,0,5.0,0,3,1,0.0,1,17143.0
4182,0,46.0,1,1,27.0,3,2,4,4.0,4,3.0,1,2.0,1,3,1,2.0,0,32174.0
3262,0,32.0,0,3,27.0,2,2,4,2.0,0,3.0,0,2.0,0,5,1,2.0,1,21469.0
3253,0,29.0,1,1,10.0,3,1,4,4.0,3,4.0,1,2.0,0,4,0,1.0,3,26333.0
3583,0,33.0,1,1,12.0,2,1,3,2.0,0,3.0,1,5.0,0,5,1,2.0,1,21990.0
3974,0,33.0,1,1,7.0,3,2,3,4.0,1,3.0,1,3.0,1,4,1,2.0,2,24840.0
994,0,52.0,0,1,34.0,3,1,2,1.0,4,3.0,0,3.0,1,4,0,0.0,0,28247.0
4258,0,36.0,1,1,12.0,1,2,4,4.0,3,4.0,3,2.0,0,3,1,2.0,3,26773.0
2548,0,38.0,0,1,9.0,2,2,4,5.0,1,3.0,1,7.0,0,2,0,2.0,2,23841.0
3317,0,37.0,1,1,13.0,2,2,3,6.0,0,3.0,1,3.0,0,2,0,1.0,1,21419.0
4044,0,44.0,0,1,35.0,3,1,4,2.0,0,3.0,3,6.0,0,3,0,3.0,1,23417.0
4119,1,30.0,1,3,34.0,3,1,3,4.0,3,3.0,1,3.0,0,3,0,1.0,3,26317.0
4282,1,41.0,1,3,29.0,3,2,4,5.0,1,3.0,1,4.0,1,3,1,1.0,2,25058.0
4644,0,31.0,1,1,15.0,2,1,4,2.0,3,5.0,1,2.0,1,1,0,3.0,3,30094.0
2206,0,48.0,1,1,10.0,2,2,3,4.0,3,3.0,3,1.0,0,5,1,0.0,3,25999.0
3332,0,36.0,0,3,15.0,3,1,4,5.0,3,3.0,0,6.0,1,5,1,3.0,3,29055.0
2328,0,53.0,1,1,13.0,3,1,2,3.0,2,3.0,1,4.0,0,1,1,1.0,4,33606.0
3563,0,39.0,1,3,21.0,2,2,4,4.0,1,4.0,1,2.0,0,5,1,3.0,2,28602.0
2445,0,50.0,0,1,15.0,2,2,4,5.0,1,4.0,0,3.0,0,3,1,3.0,2,23808.0
1622,0,53.0,1,3,12.0,3,2,2,3.0,1,3.0,1,3.0,1,5,0,1.0,2,17306.0
4365,0,43.0,1,1,31.0,3,2,3,4.0,3,5.0,1,3.0,1,1,1,1.0,3,26084.0
2649,1,30.0,1,3,34.0,3,1,3,4.0,3,3.0,0,3.0,0,3,1,2.0,3,26317.0
1443,0,42.0,1,1,8.0,2,2,2,3.0,2,3.0,1,6.0,0,3,1,1.0,4,33880.0
789,1,44.0,1,2,6.0,3,2,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0
429,0,46.0,1,1,8.0,2,2,2,3.0,4,3.0,0,7.0,0,5,0,0.0,0,32861.0
3653,0,61.0,1,1,7.0,3,2,4,6.0,3,3.0,1,5.0,0,5,0,1.0,3,29561.0
3242,1,34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0
1986,0,23.0,1,1,10.0,3,2,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0
4234,0,28.0,1,3,9.0,2,2,4,4.0,1,3.0,3,3.0,1,4,0,2.0,2,23156.0
2740,1,19.0,1,1,10.0,2,2,3,4.0,0,3.0,2,3.0,0,4,0,1.0,1,20098.0
1255,1,33.0,1,3,22.0,2,0,3,3.0,3,5.0,3,3.0,1,5,0,0.0,3,23564.0
2396,1,43.0,0,1,8.0,2,2,3,3.0,0,3.0,1,7.0,1,3,0,0.0,1,25231.0
1808,0,30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,1,1,0.0,2,21118.0
4274,0,58.0,1,1,7.0,3,2,3,4.0,1,3.0,1,4.0,0,3,0,2.0,2,25433.0
2610,0,42.0,1,1,21.0,2,2,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0
1167,1,35.0,1,3,21.0,3,2,2,5.0,1,3.0,1,7.0,1,1,1,1.0,2,20440.0
3188,1,38.0,1,1,18.0,3,1,4,6.0,1,4.0,0,7.0,0,4,1,1.0,2,23455.0
797,1,26.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,5,1,1.0,1,17377.0
2389,1,59.0,0,1,20.0,2,0,2,3.0,3,3.0,3,1.0,1,5,1,0.0,3,25512.0
554,0,27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0
775,0,43.0,1,3,31.0,3,2,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0
3434,0,34.0,0,3,12.0,2,2,4,4.0,1,3.0,0,8.0,0,1,1,3.0,2,28676.0
4109,0,38.0,1,1,28.0,2,2,4,2.0,0,5.0,1,3.0,1,3,1,1.0,1,22242.0
2894,0,32.0,1,3,9.0,2,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,25260.0
1690,0,36.0,1,1,11.0,2,2,3,3.0,1,4.0,2,1.0,0,1,1,1.0,2,20914.0
352,0,48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0
3117,0,34.0,1,1,7.0,2,2,4,5.0,0,5.0,3,5.0,1,4,0,1.0,1,21477.0
4219,0,37.0,0,1,31.0,2,1,3,4.0,1,4.0,1,2.0,0,3,1,2.0,2,24352.0
3274,0,42.0,1,1,19.0,2,2,3,4.0,0,3.0,0,5.0,1,3,1,1.0,1,23444.0
1856,0,37.0,1,1,20.0,2,1,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0
2284,0,40.0,1,1,20.0,3,2,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,34626.0
3277,0,28.0,1,1,13.0,2,2,3,5.0,0,3.0,0,3.0,0,2,1,2.0,1,21217.0
145,0,30.0,1,1,11.0,1,1,2,3.0,0,5.0,1,6.0,0,5,1,1.0,1,18204.0
1896,0,30.0,0,1,8.0,3,1,2,3.0,0,3.0,2,1.0,0,4,1,0.0,1,17564.0
438,0,35.0,1,1,22.0,2,2,3,3.0,3,3.0,0,5.0,1,2,0,1.0,3,22632.0
1574,0,37.0,0,1,8.0,2,2,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,20163.0
771,0,54.0,1,3,8.0,2,1,2,4.0,3,3.0,0,7.0,0,5,1,0.0,3,25686.0
2264,0,34.0,0,1,9.0,2,2,2,3.0,1,3.0,3,1.0,0,1,1,0.0,2,22756.0
2962,0,39.0,1,3,14.0,3,1,3,5.0,1,3.0,3,2.0,0,2,1,2.0,2,22706.0
3495,0,45.0,0,3,7.0,3,1,4,4.0,1,3.0,0,2.0,0,4,1,2.0,2,23446.0
4582,0,29.0,1,1,16.0,3,1,4,4.0,0,3.0,1,7.0,0,3,0,1.0,1,21055.0
3223,1,52.0,1,1,11.0,2,2,3,4.0,0,3.0,0,2.0,1,2,1,2.0,1,21139.0
4633,0,48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
70,0,59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,1.0,2,20473.0
2665,0,34.0,1,1,11.0,3,1,3,5.0,0,4.0,0,8.0,0,4,0,1.0,1,21300.0
2819,0,50.0,1,1,14.0,2,2,3,5.0,3,3.0,2,2.0,0,2,1,2.0,3,29643.0
3672,0,42.0,0,2,11.0,2,2,3,6.0,1,4.0,1,8.0,0,5,0,2.0,2,25108.0
4815,1,49.0,0,3,31.0,2,2,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0
1597,1,19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,1,1,0.0,1,16675.0
4148,1,34.0,1,1,21.0,3,2,3,4.0,0,3.0,1,7.0,1,1,1,2.0,1,21114.0
3198,0,34.0,0,3,15.0,2,1,3,5.0,0,3.0,2,2.0,0,2,1,2.0,1,21020.0
4173,1,32.0,0,1,36.0,3,2,4,5.0,0,4.0,3,2.0,0,3,0,3.0,1,22157.0
2403,1,28.0,1,1,7.0,1,2,3,4.0,0,5.0,2,7.0,0,3,1,1.0,1,17080.0
2771,1,40.0,1,3,10.0,3,1,3,4.0,1,3.0,0,6.0,1,4,1,2.0,2,23916.0
2583,0,31.0,1,2,16.0,2,2,3,4.0,1,3.0,0,2.0,1,3,1,2.0,2,25025.0
3810,0,40.0,0,3,28.0,2,1,3,6.0,1,3.0,1,8.0,0,5,0,1.0,2,24414.0
2117,0,35.0,1,1,31.0,1,2,3,4.0,3,4.0,1,4.0,0,3,1,1.0,3,25903.0
3989,0,32.0,1,1,15.0,2,1,4,4.0,1,3.0,3,3.0,0,5,1,3.0,2,23102.0
701,0,53.0,1,3,8.0,3,2,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0
894,0,54.0,1,1,9.0,2,2,2,3.0,4,3.0,0,4.0,0,5,1,1.0,0,32779.0
3602,0,38.0,1,1,26.0,2,2,3,4.0,1,3.0,1,5.0,0,1,0,1.0,2,24446.0
530,0,27.0,1,1,6.0,2,1,3,3.0,3,5.0,0,2.0,0,4,1,2.0,3,22412.0
1397,0,54.0,1,1,15.0,2,1,3,3.0,1,3.0,1,4.0,0,5,0,1.0,2,17897.0
1749,0,50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,0,1.0,4,34144.0
814,0,40.0,1,1,20.0,3,2,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,34626.0
90,0,40.0,0,1,6.0,2,2,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0
2301,1,31.0,0,1,21.0,3,2,3,3.0,0,3.0,1,2.0,0,4,1,0.0,1,17610.0
3670,0,33.0,0,1,17.0,2,2,3,4.0,0,3.0,1,8.0,0,1,0,1.0,1,22111.0
3178,0,23.0,1,1,15.0,2,2,4,6.0,0,5.0,0,3.0,0,2,1,1.0,1,21129.0
4264,0,43.0,1,2,9.0,1,2,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21374.0
1287,0,42.0,1,1,19.0,3,2,3,1.0,1,5.0,1,6.0,0,4,1,0.0,2,20538.0
779,1,51.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,2,1,1.0,1,17461.0
2252,0,30.0,1,1,26.0,2,2,2,3.0,1,5.0,1,1.0,0,4,0,1.0,2,24957.0
353,0,37.0,1,1,12.0,3,2,2,2.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0
692,0,32.0,1,1,9.0,3,1,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,21725.0
2539,0,55.0,1,1,9.0,1,1,3,4.0,3,3.0,0,2.0,0,4,1,1.0,3,32227.0
3919,0,33.0,0,1,9.0,2,2,4,4.0,0,3.0,3,2.0,0,3,1,2.0,1,21746.0
4084,0,28.0,1,1,24.0,1,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0
1973,0,34.0,1,1,6.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17691.0
4394,1,31.0,0,3,19.0,2,2,4,5.0,0,5.0,1,3.0,0,5,1,3.0,1,20711.0
3963,0,36.0,1,1,15.0,2,2,3,2.0,0,3.0,1,3.0,0,5,1,2.0,1,20947.0
3251,0,39.0,1,3,17.0,3,2,4,5.0,3,3.0,1,2.0,1,3,1,1.0,3,27418.0
1278,0,36.0,1,1,16.0,2,2,2,3.0,3,5.0,1,1.0,1,5,1,1.0,3,23321.0
3510,0,34.0,1,1,11.0,3,1,3,5.0,0,4.0,0,2.0,0,1,0,1.0,1,22516.0
2307,0,40.0,0,1,15.0,3,0,2,3.0,3,3.0,3,1.0,0,4,1,1.0,3,28499.0
4561,0,36.0,1,1,32.0,1,2,4,5.0,3,4.0,1,5.0,0,3,1,2.0,3,29581.0
1774,0,39.0,1,1,6.0,3,2,2,1.0,3,3.0,1,1.0,0,3,1,0.0,3,24613.0
2005,0,41.0,1,2,16.0,2,2,3,4.0,2,3.0,1,4.0,0,1,1,1.0,4,34141.0
4049,0,37.0,1,1,13.0,3,2,3,4.0,1,4.0,1,8.0,0,4,0,2.0,2,23619.0
2059,1,29.0,1,1,6.0,2,1,2,4.0,0,5.0,1,2.0,1,1,0,0.0,1,17319.0
4787,0,37.0,1,1,13.0,2,2,3,6.0,0,3.0,1,3.0,0,1,1,1.0,1,21419.0
2810,1,42.0,0,3,11.0,3,2,3,4.0,1,4.0,3,3.0,0,3,1,1.0,2,28033.0
4878,1,35.0,1,1,17.0,3,2,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,24803.0
2995,0,40.0,1,2,10.0,2,1,3,3.0,1,4.0,0,2.0,0,2,1,1.0,2,25067.0
3477,1,32.0,0,1,7.0,2,0,4,2.0,3,4.0,3,3.0,0,3,1,3.0,3,26124.0
549,0,34.0,1,1,14.0,3,1,3,3.0,1,3.0,2,4.0,0,4,1,1.0,2,21142.0
637,0,32.0,0,1,6.0,2,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17314.0
1408,0,23.0,1,1,18.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,0.0,1,17647.0
738,0,39.0,1,1,6.0,2,1,3,4.0,4,3.0,0,2.0,0,3,0,1.0,0,27742.0
3337,0,30.0,1,1,7.0,2,1,4,4.0,0,3.0,1,3.0,0,2,0,3.0,1,22438.0
816,0,39.0,0,1,15.0,2,2,3,3.0,1,4.0,3,21.0,0,2,1,0.0,2,21782.0
1964,0,34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,0.0,1,17579.0
4500,0,25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,0,2.0,1,21372.0
4829,1,22.0,0,3,25.0,3,1,4,4.0,1,3.0,1,2.0,1,5,0,2.0,2,21303.0
2997,0,41.0,1,1,9.0,3,1,3,5.0,0,3.0,2,2.0,1,3,1,2.0,1,21020.0
4745,1,32.0,0,1,22.0,3,2,4,4.0,0,3.0,1,3.0,0,4,1,1.0,1,21288.0
2498,0,27.0,1,3,30.0,3,1,3,5.0,1,3.0,0,2.0,1,2,1,1.0,2,22835.0
3234,0,34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0
1844,0,28.0,1,3,15.0,2,2,3,3.0,1,3.0,2,2.0,0,3,1,1.0,2,20253.0
2721,0,39.0,1,3,14.0,3,1,3,3.0,1,5.0,1,3.0,1,3,0,1.0,2,24283.0
831,1,31.0,0,1,21.0,3,2,3,3.0,0,3.0,0,2.0,0,4,1,2.0,1,17610.0
794,0,34.0,0,1,9.0,2,2,2,3.0,1,3.0,3,1.0,0,2,1,0.0,2,22756.0
847,0,34.0,0,1,6.0,3,2,3,4.0,1,5.0,2,1.0,0,2,1,2.0,2,20343.0
1593,0,51.0,1,1,12.0,2,2,2,3.0,2,3.0,2,1.0,0,5,1,1.0,4,34537.0
3445,0,38.0,1,1,18.0,3,1,4,4.0,0,3.0,3,6.0,0,3,0,2.0,1,22307.0
601,0,40.0,0,1,22.0,3,2,2,4.0,1,3.0,2,7.0,0,5,1,1.0,2,20094.0
2014,0,47.0,0,3,9.0,3,1,2,3.0,4,3.0,1,1.0,1,5,1,0.0,0,28770.0
2892,0,41.0,1,1,13.0,2,1,4,4.0,4,3.0,2,2.0,0,5,1,3.0,0,31915.0
4241,1,40.0,1,3,10.0,3,1,3,4.0,1,3.0,1,6.0,1,4,1,2.0,2,23916.0
2785,0,39.0,1,1,22.0,2,2,4,5.0,3,3.0,1,2.0,1,5,1,2.0,3,30188.0
1853,0,22.0,1,1,17.0,3,1,2,3.0,0,4.0,1,2.0,0,1,1,1.0,1,17244.0
